"","carat","cut","color","clarity","depth","table","price","x","y","z","clarity_level"
"1324",0.3,"Good","G","IF",63.8,55,895,4.24,4.28,2.72,"high"
"1325",0.3,"Ideal","G","IF",61.7,55,895,4.31,4.34,2.67,"high"
"1326",0.3,"Ideal","G","IF",60.9,57,895,4.29,4.32,2.62,"high"
"1327",0.3,"Premium","G","IF",61.6,60,895,4.29,4.32,2.65,"high"
"1328",0.3,"Very Good","G","IF",62.8,57,895,4.28,4.32,2.7,"high"
"1329",0.3,"Ideal","G","IF",61.4,57,895,4.33,4.37,2.67,"high"
"1330",0.3,"Ideal","G","IF",62,56,895,4.3,4.31,2.67,"high"
"1331",0.3,"Premium","G","IF",60.2,58,895,4.35,4.39,2.63,"high"
"1332",0.39,"Ideal","I","IF",62.3,54,895,4.69,4.71,2.93,"high"
"1333",0.33,"Very Good","F","IF",58.7,55,897,4.56,4.6,2.69,"high"
"1334",0.35,"Very Good","G","IF",62.6,59,898,4.43,4.49,2.79,"high"
"1335",0.33,"Very Good","G","IF",62.6,55,898,4.41,4.44,2.77,"high"
"1336",0.32,"Ideal","G","IF",61.7,57,898,4.39,4.42,2.72,"high"
"1337",0.32,"Ideal","G","IF",61.4,55,898,4.42,4.44,2.72,"high"
"1338",0.32,"Ideal","G","IF",61.8,55,898,4.38,4.42,2.72,"high"
"1339",0.31,"Ideal","F","IF",60.1,59,901,4.38,4.41,2.64,"high"
"1340",0.31,"Ideal","F","IF",61.1,55,901,4.41,4.43,2.7,"high"
"1341",0.31,"Ideal","F","IF",61.2,56,901,4.38,4.41,2.69,"high"
"1342",0.31,"Ideal","F","IF",61.6,56,901,4.35,4.38,2.69,"high"
"1343",0.31,"Ideal","F","IF",61.7,56,901,4.34,4.38,2.69,"high"
"1344",0.31,"Ideal","F","IF",61.9,54,901,4.38,4.41,2.72,"high"
"1345",0.31,"Ideal","F","IF",62,55,901,4.37,4.41,2.72,"high"
"1346",0.31,"Ideal","F","IF",61.7,56,901,4.38,4.41,2.71,"high"
"1347",0.31,"Ideal","F","IF",60.7,56,901,4.42,4.45,2.69,"high"
"1348",0.59,"Fair","G","I1",64.6,56,903,5.26,5.2,3.38,"low"
"1349",0.32,"Ideal","G","IF",61.5,55,905,4.4,4.42,2.71,"high"
"1350",0.32,"Ideal","G","IF",61.3,56,905,4.4,4.44,2.71,"high"
"1351",0.35,"Ideal","G","IF",61.3,56,910,4.51,4.53,2.77,"high"
"1352",0.36,"Ideal","H","IF",61.6,56,912,4.56,4.59,2.82,"high"
"1353",0.31,"Good","E","IF",57.7,55,912,4.51,4.6,2.63,"high"
"1354",0.34,"Ideal","H","IF",61.9,55,913,4.5,4.55,2.8,"high"
"1355",0.31,"Very Good","F","IF",61.2,55,914,4.37,4.39,2.68,"high"
"1356",0.31,"Very Good","F","IF",61.4,55,914,4.39,4.41,2.7,"high"
"1357",0.31,"Very Good","F","IF",61.9,54,914,4.36,4.39,2.71,"high"
"1358",0.31,"Premium","F","IF",61.9,58,914,4.36,4.39,2.71,"high"
"1359",0.31,"Ideal","F","IF",61.2,56,914,4.37,4.39,2.68,"high"
"1360",0.31,"Ideal","F","IF",61.3,57,914,4.34,4.37,2.67,"high"
"1361",0.31,"Ideal","F","IF",61.9,54,914,4.35,4.38,2.7,"high"
"1362",0.31,"Ideal","F","IF",62.1,54,914,4.33,4.37,2.7,"high"
"1363",0.31,"Ideal","F","IF",61.2,57,914,4.35,4.38,2.67,"high"
"1364",0.31,"Ideal","F","IF",61.1,57,914,4.37,4.4,2.68,"high"
"1365",0.31,"Ideal","F","IF",62.2,55,914,4.35,4.37,2.71,"high"
"1366",0.31,"Ideal","F","IF",62,54,914,4.38,4.4,2.72,"high"
"1367",0.31,"Ideal","F","IF",62.3,54,914,4.33,4.37,2.71,"high"
"1368",0.31,"Ideal","F","IF",61.3,55,914,4.38,4.43,2.7,"high"
"1369",0.31,"Ideal","F","IF",62.1,54,914,4.38,4.41,2.73,"high"
"1370",0.31,"Ideal","F","IF",62.3,54,914,4.37,4.39,2.73,"high"
"1371",0.31,"Ideal","F","IF",62.3,53,914,4.35,4.38,2.72,"high"
"1372",0.31,"Ideal","F","IF",62.1,55,914,4.32,4.38,2.7,"high"
"1373",0.31,"Ideal","F","IF",61,56,914,4.39,4.43,2.69,"high"
"1374",0.31,"Ideal","F","IF",62.1,54,914,4.36,4.4,2.72,"high"
"1375",0.31,"Ideal","F","IF",62,55,914,4.36,4.38,2.71,"high"
"1376",0.31,"Ideal","F","IF",60.9,56,914,4.37,4.4,2.67,"high"
"1377",0.31,"Ideal","F","IF",62.2,54,914,4.37,4.41,2.73,"high"
"1378",0.32,"Ideal","F","IF",61.9,55,915,4.38,4.44,2.73,"high"
"1379",0.34,"Very Good","G","IF",59.4,56,917,4.59,4.63,2.74,"high"
"1380",0.4,"Ideal","I","IF",62.4,54,917,4.73,4.75,2.96,"high"
"1381",0.34,"Good","F","IF",59,61,917,4.59,4.63,2.72,"high"
"1382",0.32,"Very Good","G","IF",62.1,53,918,4.4,4.45,2.75,"high"
"1383",0.32,"Ideal","G","IF",61.6,55,918,4.42,4.45,2.73,"high"
"1384",0.32,"Ideal","G","IF",61.9,54,918,4.4,4.42,2.73,"high"
"1385",0.32,"Ideal","G","IF",61,56,918,4.41,4.44,2.7,"high"
"1386",0.32,"Ideal","G","IF",62.1,53,918,4.41,4.44,2.75,"high"
"1387",0.32,"Ideal","G","IF",61.3,55,918,4.43,4.47,2.73,"high"
"1388",0.32,"Ideal","G","IF",62.3,53,918,4.41,4.45,2.76,"high"
"1389",0.32,"Ideal","G","IF",61,56,918,4.43,4.45,2.71,"high"
"1390",0.32,"Ideal","G","IF",61,57,918,4.41,4.44,2.7,"high"
"1391",0.32,"Ideal","G","IF",61.7,56,918,4.39,4.42,2.72,"high"
"1392",0.32,"Ideal","G","IF",61.2,56,918,4.4,4.43,2.7,"high"
"1393",0.32,"Ideal","G","IF",61.6,55,918,4.4,4.43,2.72,"high"
"1394",0.32,"Ideal","G","IF",61.1,57,918,4.41,4.43,2.7,"high"
"1395",0.32,"Ideal","G","IF",61.4,55,918,4.42,4.44,2.72,"high"
"1396",0.32,"Ideal","G","IF",61.7,54,918,4.39,4.42,2.72,"high"
"1397",0.32,"Ideal","G","IF",61.3,56,918,4.4,4.44,2.71,"high"
"1398",0.32,"Ideal","G","IF",61,57,918,4.44,4.48,2.72,"high"
"1399",0.32,"Ideal","G","IF",61.8,55,918,4.42,4.45,2.74,"high"
"1400",0.32,"Ideal","G","IF",60.9,57,918,4.41,4.46,2.7,"high"
"1401",0.32,"Ideal","G","IF",61.7,54,918,4.42,4.46,2.74,"high"
"1402",0.32,"Ideal","G","IF",62.2,54,918,4.42,4.45,2.76,"high"
"1403",0.32,"Ideal","G","IF",61.2,55,918,4.41,4.44,2.71,"high"
"1404",0.32,"Ideal","G","IF",62.1,55,918,4.4,4.46,2.75,"high"
"1405",0.32,"Ideal","G","IF",61.3,54,918,4.41,4.47,2.72,"high"
"1406",0.32,"Ideal","G","IF",61.9,55,918,4.38,4.44,2.73,"high"
"1407",0.32,"Ideal","G","IF",62,54,918,4.42,4.45,2.75,"high"
"1408",0.32,"Ideal","G","IF",61.9,53,918,4.42,4.47,2.75,"high"
"1409",0.32,"Ideal","G","IF",62.2,53,918,4.41,4.43,2.75,"high"
"1410",0.32,"Ideal","G","IF",61.5,55,918,4.43,4.45,2.73,"high"
"1411",0.32,"Ideal","G","IF",61.8,55,918,4.41,4.43,2.73,"high"
"1412",0.32,"Very Good","F","IF",61.7,55,921,4.4,4.41,2.72,"high"
"1413",0.35,"Ideal","H","IF",61.7,56,921,4.53,4.55,2.8,"high"
"1414",0.35,"Ideal","H","IF",61.9,55,921,4.51,4.54,2.8,"high"
"1415",0.35,"Ideal","H","IF",60.5,56,921,4.56,4.59,2.77,"high"
"1416",0.31,"Ideal","F","IF",62.2,55,921,4.35,4.38,2.71,"high"
"1417",0.31,"Ideal","F","IF",62.3,54,921,4.33,4.34,2.7,"high"
"1418",0.31,"Ideal","F","IF",61.2,56,921,4.37,4.42,2.69,"high"
"1419",0.31,"Ideal","F","IF",61.1,54,921,4.39,4.42,2.69,"high"
"1420",0.34,"Very Good","G","IF",61,56,924,4.5,4.54,2.76,"high"
"1421",0.31,"Ideal","G","IF",62.7,57,924,4.31,4.34,2.71,"high"
"1422",0.31,"Very Good","G","IF",61.6,55,924,4.38,4.42,2.71,"high"
"1423",0.31,"Ideal","G","IF",61.7,56,924,4.34,4.38,2.69,"high"
"1424",0.31,"Premium","G","IF",61.4,59,924,4.34,4.39,2.68,"high"
"1425",0.31,"Good","G","IF",63.9,58,924,4.27,4.3,2.74,"high"
"1426",0.31,"Ideal","G","IF",61.9,56,924,4.36,4.39,2.71,"high"
"1427",0.31,"Premium","G","IF",61,59,924,4.33,4.36,2.65,"high"
"1428",0.31,"Very Good","G","IF",61.7,54,924,4.33,4.36,2.68,"high"
"1429",0.31,"Ideal","G","IF",61,56,924,4.37,4.39,2.67,"high"
"1430",0.31,"Ideal","G","IF",62.6,57,924,4.3,4.32,2.7,"high"
"1431",0.31,"Ideal","G","IF",61,56,924,4.37,4.38,2.67,"high"
"1432",0.31,"Ideal","G","IF",61.6,55,924,4.34,4.39,2.69,"high"
"1433",0.33,"Ideal","G","IF",61,56,925,4.48,4.51,2.74,"high"
"1434",0.33,"Ideal","G","IF",61,57,925,4.45,4.48,2.72,"high"
"1435",0.33,"Ideal","G","IF",61.9,56,925,4.43,4.47,2.75,"high"
"1436",0.37,"Ideal","G","IF",60.5,56,926,4.66,4.7,2.83,"high"
"1437",0.57,"Very Good","G","I1",59.5,56.9,929,5.42,5.46,3.24,"low"
"1438",0.32,"Ideal","F","IF",61.3,57,929,4.4,4.44,2.71,"high"
"1439",0.32,"Ideal","F","IF",60.9,57,929,4.4,4.44,2.69,"high"
"1440",0.32,"Ideal","F","IF",61.7,55,929,4.4,4.42,2.72,"high"
"1441",0.32,"Ideal","F","IF",60.3,58,929,4.45,4.5,2.7,"high"
"1442",0.32,"Ideal","F","IF",61.9,54,929,4.43,4.46,2.75,"high"
"1443",0.32,"Ideal","F","IF",61.6,56,929,4.43,4.47,2.74,"high"
"1444",0.3,"Very Good","E","IF",62.8,54,930,4.3,4.33,2.71,"high"
"1445",0.41,"Ideal","I","IF",61.8,55,930,4.77,4.81,2.96,"high"
"1446",0.61,"Good","G","I1",61.2,57.2,931,5.44,5.49,3.34,"low"
"1447",0.35,"Ideal","H","IF",60.8,56,931,4.61,4.63,2.81,"high"
"1448",0.62,"Premium","G","I1",58.9,60,933,5.65,5.54,3.29,"low"
"1449",0.37,"Ideal","H","IF",61.4,55,936,4.63,4.66,2.85,"high"
"1450",0.37,"Ideal","H","IF",61.8,55,936,4.65,4.67,2.88,"high"
"1451",0.37,"Ideal","H","IF",61.7,53,936,4.66,4.68,2.88,"high"
"1452",0.42,"Very Good","I","IF",60.1,58,938,4.83,4.88,2.92,"high"
"1453",0.31,"Very Good","E","IF",63,55,938,4.33,4.37,2.74,"high"
"1454",0.5,"Very Good","E","I1",58.6,63,938,5.23,5.15,3.04,"low"
"1455",0.34,"Premium","G","IF",60.5,58,939,4.52,4.47,2.72,"high"
"1456",0.32,"Ideal","G","IF",61.9,56,940,4.39,4.46,2.74,"high"
"1457",0.59,"Premium","G","I1",59.7,59,940,5.48,5.45,3.26,"low"
"1458",0.34,"Ideal","F","IF",62.2,55,941,4.47,4.5,2.79,"high"
"1459",0.32,"Ideal","F","IF",60.9,57,943,4.42,4.45,2.7,"high"
"1460",0.32,"Ideal","F","IF",61.3,57,943,4.42,4.46,2.72,"high"
"1461",0.32,"Ideal","F","IF",60.9,57,943,4.41,4.43,2.69,"high"
"1462",0.32,"Ideal","F","IF",62.5,54,943,4.38,4.42,2.75,"high"
"1463",0.32,"Ideal","F","IF",61.8,54,943,4.44,4.46,2.75,"high"
"1464",0.32,"Ideal","F","IF",62.2,54,943,4.4,4.44,2.75,"high"
"1465",0.3,"Ideal","E","IF",62,54,943,4.31,4.34,2.68,"high"
"1466",0.3,"Ideal","E","IF",62.6,53,943,4.29,4.33,2.7,"high"
"1467",0.3,"Ideal","E","IF",61.7,55,943,4.31,4.34,2.67,"high"
"1468",0.31,"Very Good","E","IF",60.6,60,944,4.4,4.44,2.68,"high"
"1469",0.32,"Ideal","E","IF",62,55,944,4.37,4.41,2.72,"high"
"1470",0.4,"Good","I","IF",62.3,62,945,4.69,4.72,2.93,"high"
"1471",0.35,"Ideal","I","IF",62.5,55,945,4.54,4.52,2.83,"high"
"1472",0.72,"Premium","J","I1",62.9,59,945,5.8,5.63,3.58,"low"
"1473",0.7,"Fair","F","I1",63.9,59,945,5.64,5.5,3.57,"low"
"1474",0.33,"Ideal","G","IF",61.5,55,946,4.48,4.5,2.76,"high"
"1475",0.33,"Ideal","G","IF",61.2,56,946,4.47,4.51,2.75,"high"
"1476",0.33,"Ideal","G","IF",61.7,56,946,4.47,4.51,2.77,"high"
"1477",0.33,"Ideal","G","IF",61.8,54,946,4.47,4.49,2.77,"high"
"1478",0.33,"Ideal","G","IF",61.9,55,946,4.44,4.45,2.75,"high"
"1479",0.33,"Ideal","G","IF",60.9,57,946,4.45,4.48,2.72,"high"
"1480",0.33,"Ideal","G","IF",61.3,55,946,4.49,4.51,2.76,"high"
"1481",0.33,"Ideal","G","IF",61,56,946,4.48,4.5,2.74,"high"
"1482",0.33,"Ideal","G","IF",61.7,55,946,4.47,4.48,2.76,"high"
"1483",0.33,"Ideal","G","IF",61,55,946,4.49,4.52,2.75,"high"
"1484",0.3,"Premium","F","IF",60.7,58,947,4.33,4.37,2.64,"high"
"1485",0.3,"Ideal","F","IF",61.1,57,947,4.35,4.39,2.67,"high"
"1486",0.3,"Ideal","F","IF",62,56,947,4.3,4.34,2.68,"high"
"1487",0.3,"Premium","F","IF",61.6,58,947,4.32,4.35,2.67,"high"
"1488",0.36,"Ideal","H","IF",61.9,57,947,4.55,4.6,2.83,"high"
"1489",0.3,"Very Good","E","IF",60.9,59,949,4.29,4.32,2.62,"high"
"1490",0.32,"Ideal","F","IF",60.9,56,949,4.42,4.44,2.7,"high"
"1491",0.32,"Ideal","F","IF",61.2,57,949,4.4,4.42,2.7,"high"
"1492",0.31,"Premium","H","IF",60.8,59,949,4.39,4.36,2.66,"high"
"1493",0.34,"Ideal","G","IF",61.1,57,952,4.47,4.51,2.75,"high"
"1494",0.34,"Ideal","G","IF",61.5,56,952,4.52,4.54,2.79,"high"
"1495",0.43,"Ideal","J","IF",62.4,56,952,4.87,4.84,3.03,"high"
"1496",0.32,"Premium","G","IF",59.4,60,952,4.47,4.45,2.65,"high"
"1497",0.32,"Premium","G","IF",61,59,952,4.41,4.38,2.68,"high"
"1498",0.41,"Ideal","I","IF",61.1,57,953,4.78,4.81,2.93,"high"
"1499",0.56,"Premium","F","I1",62.6,60,953,5.3,5.15,3.27,"low"
"1500",0.32,"Very Good","G","IF",62.4,55,954,4.4,4.42,2.75,"high"
"1501",0.32,"Very Good","G","IF",62.9,55,954,4.37,4.41,2.76,"high"
"1502",0.32,"Premium","G","IF",59.9,58,954,4.42,4.43,2.65,"high"
"1503",0.32,"Very Good","G","IF",61.8,55,954,4.39,4.45,2.73,"high"
"1504",0.32,"Premium","G","IF",59.4,59,954,4.48,4.51,2.67,"high"
"1505",0.32,"Ideal","G","IF",60.5,57,954,4.42,4.44,2.68,"high"
"1506",0.32,"Ideal","G","IF",61.8,55,954,4.41,4.43,2.73,"high"
"1507",0.32,"Ideal","G","IF",61.2,57,954,4.4,4.43,2.7,"high"
"1508",0.32,"Premium","G","IF",62,60,954,4.37,4.41,2.72,"high"
"1509",0.32,"Ideal","G","IF",60.9,56,954,4.41,4.43,2.69,"high"
"1510",0.3,"Ideal","G","IF",62,56,956,4.31,4.3,2.67,"high"
"1511",0.3,"Premium","G","IF",60,59,956,4.34,4.32,2.6,"high"
"1512",0.3,"Premium","G","IF",61,62,956,4.34,4.32,2.64,"high"
"1513",0.3,"Ideal","G","IF",61.4,57,956,4.37,4.33,2.67,"high"
"1514",0.3,"Premium","G","IF",60.2,58,956,4.39,4.35,2.63,"high"
"1515",0.3,"Ideal","G","IF",62.1,55,956,4.35,4.31,2.69,"high"
"1516",0.3,"Ideal","G","IF",62.8,57,956,4.32,4.28,2.7,"high"
"1517",0.3,"Ideal","G","IF",60.9,57,956,4.32,4.29,2.62,"high"
"1518",0.3,"Premium","G","IF",61.6,60,956,4.32,4.29,2.65,"high"
"1519",0.3,"Ideal","G","IF",61.7,55,956,4.34,4.31,2.67,"high"
"1520",0.3,"Ideal","G","IF",62.8,57,956,4.3,4.27,2.69,"high"
"1521",0.3,"Ideal","G","IF",62.6,57,956,4.32,4.28,2.69,"high"
"1522",0.3,"Premium","G","IF",62.9,58,956,4.25,4.21,2.66,"high"
"1523",0.3,"Good","G","IF",63.8,55,956,4.28,4.24,2.72,"high"
"1524",0.3,"Ideal","G","IF",63,53,956,4.3,4.24,2.69,"high"
"1525",0.3,"Very Good","G","IF",63.5,55,956,4.28,4.26,2.71,"high"
"1526",0.7,"Fair","G","I1",67.3,57,956,5.53,5.38,3.68,"low"
"1527",0.7,"Fair","G","I1",67.3,59,956,5.51,5.45,3.69,"low"
"1528",0.7,"Fair","G","I1",65.2,58,956,5.57,5.49,3.61,"low"
"1529",0.7,"Fair","G","I1",64.3,62,956,5.59,5.49,3.57,"low"
"1530",0.7,"Fair","G","I1",66.7,55,956,5.64,5.49,3.71,"low"
"1531",0.33,"Very Good","E","IF",61.8,55,957,4.47,4.52,2.78,"high"
"1532",0.3,"Very Good","E","IF",61.8,54,957,4.34,4.37,2.69,"high"
"1533",0.33,"Ideal","F","IF",62.2,53,957,4.46,4.48,2.78,"high"
"1534",0.33,"Ideal","F","IF",61.2,56,957,4.48,4.5,2.75,"high"
"1535",0.3,"Ideal","E","IF",61.3,58,957,4.28,4.33,2.64,"high"
"1536",0.3,"Ideal","E","IF",61.1,57,957,4.31,4.33,2.64,"high"
"1537",0.3,"Ideal","E","IF",61.2,58,957,4.31,4.38,2.66,"high"
"1538",0.3,"Ideal","E","IF",62.2,55,957,4.32,4.36,2.7,"high"
"1539",0.31,"Very Good","E","IF",61.6,54,958,4.38,4.42,2.71,"high"
"1540",0.32,"Ideal","F","IF",61.2,57,958,4.44,4.45,2.72,"high"
"1541",0.31,"Ideal","E","IF",62.2,53,958,4.35,4.4,2.72,"high"
"1542",0.35,"Ideal","G","IF",60.7,57,959,4.59,4.61,2.79,"high"
"1543",0.35,"Ideal","G","IF",60.2,57,959,4.6,4.64,2.78,"high"
"1544",0.33,"Ideal","H","IF",61,55,959,4.5,4.49,2.74,"high"
"1545",0.33,"Ideal","H","IF",60.5,56,959,4.54,4.52,2.74,"high"
"1546",0.33,"Ideal","H","IF",60.6,57,959,4.51,4.5,2.73,"high"
"1547",0.42,"Ideal","I","IF",62.1,54,961,4.82,4.84,3,"high"
"1548",0.42,"Ideal","I","IF",61.7,55,961,4.83,4.86,2.99,"high"
"1549",0.42,"Ideal","I","IF",62,54,961,4.82,4.85,3,"high"
"1550",0.32,"Premium","E","IF",60,61,967,4.5,4.46,2.69,"high"
"1551",0.33,"Ideal","G","IF",61.7,58,968,4.42,4.46,2.74,"high"
"1552",0.52,"Ideal","D","I1",61.1,57,971,5.18,5.2,3.17,"low"
"1553",0.33,"Ideal","F","IF",62.2,53,971,4.47,4.5,2.79,"high"
"1554",0.33,"Ideal","F","IF",61.3,55,971,4.48,4.49,2.75,"high"
"1555",0.36,"Premium","I","IF",59.9,59,972,4.63,4.58,2.76,"high"
"1556",0.35,"Ideal","G","IF",61.8,56,974,4.52,4.57,2.81,"high"
"1557",0.34,"Ideal","G","IF",61.2,56,974,4.53,4.55,2.78,"high"
"1558",0.34,"Ideal","G","IF",62.1,54,974,4.48,4.5,2.79,"high"
"1559",0.34,"Ideal","G","IF",61.4,56,974,4.5,4.53,2.77,"high"
"1560",0.34,"Ideal","G","IF",61.9,54,974,4.51,4.53,2.8,"high"
"1561",0.34,"Ideal","G","IF",61.5,55,974,4.51,4.53,2.78,"high"
"1562",0.34,"Ideal","G","IF",61,55,974,4.51,4.54,2.76,"high"
"1563",0.34,"Ideal","G","IF",61.3,56,974,4.52,4.55,2.78,"high"
"1564",0.34,"Ideal","G","IF",61.9,54,974,4.5,4.52,2.79,"high"
"1565",0.34,"Ideal","G","IF",60.9,56,974,4.5,4.53,2.75,"high"
"1566",0.34,"Ideal","G","IF",61.9,55,974,4.51,4.54,2.8,"high"
"1567",0.34,"Ideal","G","IF",62.2,53,974,4.49,4.52,2.8,"high"
"1568",0.34,"Ideal","G","IF",61.6,54,974,4.49,4.53,2.78,"high"
"1569",0.34,"Ideal","G","IF",61.3,55,974,4.53,4.57,2.79,"high"
"1570",0.34,"Ideal","G","IF",60.7,57,974,4.51,4.55,2.75,"high"
"1571",0.31,"Ideal","H","IF",60.8,57,977,4.4,4.38,2.67,"high"
"1572",0.31,"Premium","H","IF",60.4,58,977,4.43,4.41,2.67,"high"
"1573",0.31,"Premium","F","IF",61.9,58,977,4.39,4.36,2.71,"high"
"1574",0.33,"Ideal","F","IF",61.8,56,978,4.42,4.46,2.74,"high"
"1575",0.7,"Fair","G","I1",68.3,56,978,5.52,5.4,3.73,"low"
"1576",0.31,"Ideal","F","IF",62,56,979,4.32,4.36,2.69,"high"
"1577",0.31,"Ideal","F","IF",62.1,56,979,4.33,4.36,2.7,"high"
"1578",0.31,"Ideal","F","IF",61.8,54,979,4.33,4.37,2.69,"high"
"1579",0.31,"Ideal","F","IF",62.2,56,979,4.31,4.34,2.69,"high"
"1580",0.31,"Ideal","F","IF",62.1,55,979,4.34,4.35,2.7,"high"
"1581",0.31,"Premium","F","IF",61.5,58,979,4.33,4.35,2.67,"high"
"1582",0.35,"Ideal","G","IF",62.6,57,979,4.51,4.53,2.82,"high"
"1583",0.35,"Ideal","G","IF",60.2,55,979,4.63,4.64,2.79,"high"
"1584",0.35,"Ideal","G","IF",61.2,57,979,4.54,4.57,2.79,"high"
"1585",0.32,"Premium","H","IF",61.8,58,979,4.39,4.35,2.7,"high"
"1586",0.36,"Ideal","H","IF",60.6,56,980,4.64,4.66,2.82,"high"
"1587",0.4,"Ideal","I","IF",62.4,56,982,4.7,4.73,2.94,"high"
"1588",0.4,"Ideal","I","IF",62.2,56,982,4.71,4.75,2.94,"high"
"1589",0.33,"Ideal","G","IF",61.8,55,984,4.45,4.48,2.76,"high"
"1590",0.33,"Ideal","G","IF",61.3,57,984,4.42,4.46,2.72,"high"
"1591",0.33,"Ideal","G","IF",61.6,56,984,4.45,4.48,2.75,"high"
"1592",0.33,"Ideal","G","IF",61.6,53,984,4.43,4.47,2.74,"high"
"1593",0.33,"Ideal","G","IF",61.6,55,984,4.48,4.51,2.77,"high"
"1594",0.33,"Premium","G","IF",60.8,58,984,4.42,4.46,2.7,"high"
"1595",0.33,"Good","G","IF",57.9,60,984,4.55,4.57,2.64,"high"
"1596",0.33,"Ideal","G","IF",62.2,56,984,4.43,4.45,2.76,"high"
"1597",0.33,"Ideal","G","IF",61.7,55,984,4.45,4.47,2.75,"high"
"1598",0.33,"Ideal","G","IF",62.1,56,984,4.41,4.44,2.75,"high"
"1599",0.33,"Ideal","G","IF",61.9,54,984,4.42,4.46,2.75,"high"
"1600",0.34,"Ideal","G","IF",62.2,56,984,4.45,4.46,2.77,"high"
"1601",0.32,"Ideal","F","IF",61.1,55,984,4.47,4.44,2.72,"high"
"1602",0.35,"Ideal","H","IF",61.7,56,984,4.55,4.53,2.8,"high"
"1603",0.35,"Ideal","H","IF",60.5,56,984,4.59,4.56,2.77,"high"
"1604",0.35,"Ideal","H","IF",61.9,55,984,4.54,4.51,2.8,"high"
"1605",0.3,"Premium","E","IF",61.9,61,984,4.32,4.27,2.66,"high"
"1606",0.36,"Ideal","G","IF",61.5,56,985,4.59,4.62,2.83,"high"
"1607",0.36,"Ideal","G","IF",61.7,56,985,4.57,4.6,2.83,"high"
"1608",0.34,"Ideal","F","IF",62.3,54,985,4.48,4.51,2.8,"high"
"1609",0.31,"Very Good","E","IF",58.1,60,987,4.45,4.5,2.6,"high"
"1610",0.31,"Ideal","E","IF",61.9,54,987,4.38,4.41,2.72,"high"
"1611",0.31,"Ideal","E","IF",62.2,54,987,4.33,4.35,2.7,"high"
"1612",0.31,"Ideal","E","IF",60.9,55,987,4.39,4.41,2.68,"high"
"1613",0.38,"Very Good","I","IF",59.5,57,988,4.72,4.76,2.82,"high"
"1614",0.31,"Ideal","G","IF",61.9,56,988,4.39,4.36,2.71,"high"
"1615",0.31,"Ideal","G","IF",61,56,988,4.38,4.37,2.67,"high"
"1616",0.31,"Ideal","G","IF",61,56,988,4.39,4.37,2.67,"high"
"1617",0.31,"Premium","G","IF",61.6,55,988,4.42,4.38,2.71,"high"
"1618",0.31,"Ideal","G","IF",61.6,55,988,4.39,4.34,2.69,"high"
"1619",0.31,"Premium","G","IF",61.4,59,988,4.39,4.34,2.68,"high"
"1620",0.31,"Premium","G","IF",61,59,988,4.36,4.33,2.65,"high"
"1621",0.31,"Premium","G","IF",61.7,54,988,4.36,4.33,2.68,"high"
"1622",0.31,"Ideal","G","IF",61.7,56,988,4.38,4.34,2.69,"high"
"1623",0.31,"Good","G","IF",63.9,58,988,4.3,4.27,2.74,"high"
"1624",0.31,"Ideal","G","IF",62.6,57,988,4.32,4.3,2.7,"high"
"1625",0.31,"Ideal","G","IF",62.7,57,988,4.34,4.31,2.71,"high"
"1626",0.34,"Ideal","H","IF",60.8,56,988,4.56,4.55,2.77,"high"
"1627",0.32,"Ideal","F","IF",60.7,56,990,4.43,4.46,2.7,"high"
"1628",0.33,"Ideal","G","IF",61.5,56,992,4.46,4.48,2.75,"high"
"1629",0.7,"Fair","F","I1",65.4,59,992,5.6,5.49,3.63,"low"
"1630",0.7,"Fair","F","I1",70.8,56,992,5.38,5.33,3.79,"low"
"1631",0.7,"Fair","F","I1",66.5,62,992,5.54,5.49,3.67,"low"
"1632",0.37,"Very Good","F","IF",60.4,57,995,4.65,4.68,2.81,"high"
"1633",0.43,"Very Good","I","IF",61,56,998,4.9,4.93,3,"high"
"1634",0.34,"Very Good","F","IF",61.1,54,999,4.54,4.56,2.78,"high"
"1635",0.34,"Ideal","F","IF",61.8,55,999,4.49,4.51,2.78,"high"
"1636",0.35,"Very Good","G","IF",60.5,56,1001,4.56,4.6,2.77,"high"
"1637",0.35,"Ideal","G","IF",62,54,1001,4.54,4.56,2.82,"high"
"1638",0.35,"Ideal","G","IF",61.7,55,1001,4.52,4.55,2.8,"high"
"1639",0.35,"Ideal","G","IF",61.5,55,1001,4.53,4.57,2.8,"high"
"1640",0.35,"Ideal","G","IF",61.9,54,1001,4.56,4.58,2.83,"high"
"1641",0.35,"Ideal","G","IF",61.3,55,1001,4.57,4.6,2.81,"high"
"1642",0.7,"Fair","G","I1",66.9,55,1001,5.6,5.52,3.72,"low"
"1643",0.36,"Very Good","G","IF",60.4,62,1002,4.6,4.64,2.79,"high"
"1644",0.31,"Ideal","E","IF",61.3,58,1002,4.37,4.4,2.69,"high"
"1645",0.37,"Very Good","G","IF",61.8,56,1003,4.6,4.64,2.85,"high"
"1646",0.32,"Ideal","E","IF",60.6,60,1004,4.43,4.45,2.69,"high"
"1647",0.36,"Ideal","G","IF",62,57,1006,4.54,4.58,2.82,"high"
"1648",0.41,"Ideal","I","IF",62.6,57,1007,4.74,4.78,2.98,"high"
"1649",0.23,"Very Good","F","IF",61,62,485,3.95,3.99,2.42,"high"
"1650",0.33,"Premium","H","IF",61.7,59,1010,4.45,4.43,2.74,"high"
